Contact ID,First Name,LastName,phoneNumber,E-Mail,created_at,courriel,email,Mail
08676b2a-0b39-4366-b319-9ce022dba981,Célina,GUÉRIN,02 16 85 07 10,,2023-05-23,,,maggie00@tiscali.fr
c5404be9-e6d5-4568-b695-6a3815280e7c,Monique,Becker,6989365294471,poirierxavier@brunet.fr,2023/03/30,,,
61f3b780-3a54-49ea-8cda-08bf51632bff,Susanne,LOMBARD,+33644883842,,2023/09/15,idos-santos@gmail.com,,
ff2d10f4-1555-4b95-b377-7cff1987e58e,Eugène,Pinto,0410740913,brunelmarianne@voila.fr,26-11-2022,,,
ee355704-b82f-46ef-9ce2-02f536eff201,Jules,Perrot,+33(0)302601515,ncouturier@dbmail.com,08-06-2022,,,
0bace8ac-6dac-49b6-b6ea-525de0d768bb,Corinne,Raymond,+33(0)139104520,,2024-12-18,guerinelodie@club-internet.fr,,
7a3d7b8e-7071-478c-b795-c127630915e1,Rémy,Bertrand,+33 (0)6 35 99 28 55,,2024/09/21,rcharrier@auger.net,,
0fa76a5b-9505-4ac7-af0b-91384138aeea,Lorraine,Lemoine,0442624178,,2022-08-06,,,sophielouis@remy.com
dc5714da-90ca-4eeb-9b72-1b1452c2526e,Julien,FERNANDEZ,8430211667329,,2023-04-27,,,klanglois@lambert.net
86413c79-e90f-4aac-a82a-e2455a422292,Simone,Denis,02 20 27 55 82,,22-02-2024,,,torresaimee@yahoo.fr
822e6328-2792-4c1c-b14e-8d139bd0e94e,Inès,Voisin,+33807893186,,2024-04-29,vincent40@buisson.com,,
a096ea2f-bc58-496e-a064-774fac5200b5,Nathalie,,3220414474328,,25-03-2023,,couturiermarc@baron.com,
39681e1d-898a-4752-9c71-64a818906db4,Gilles,LECOQ,0281650646300,gillesisaac@legros.com,2024-04-18,,,
f805d526-5e5a-4447-a282-20cd8ea359f9,Zoé,DELATTRE,0369029831,cchretien@ifrance.com,2023/04/17,,,
62a5aa21-2b3f-4e5d-98b4-d672212552fa,Grégoire,Gay,0250496273,colletwilliam@fabre.fr,,,,
f53f38c0-f95f-499a-b5ff-b57ff27df93c,Julien,POULAIN,+33 1 58 54 21 88,,2022/08/18,elisabeth33@bertin.net,,
1046eb49-ce90-4ee8-b657-a9b261deebef,Aurore,Guillaume,0359746698,edouardschmitt@dbmail.com,07-07-2023,,,
fcbfa2ca-96a8-45bb-b7a7-d1bac6e43494,Georges,da costa,+33(0)803074235,sriviere@martineau.net,2023-05-09,,,
5cdd0f45-3588-43f1-a80b-0996517e71e0,Sylvie,descamps,+33(0)801587184,,2023-05-28,aurorebodin@tele2.fr,,
89797b17-eeb3-4b22-b077-d33ed04cc4db,Christophe,Laurent,5237772966563,manon80@gmail.com,28-05-2022,,,
c68b751f-84a2-492d-a777-fe38b58d4c97,,SCHMITT,1609439136817,hortensepages@hoarau.fr,2022/11/04,,,
e84b3c55-1775-4710-a5a8-15a37833eece,Benoît,courtois,0809533222,,17-11-2024,,,grosjulien@ifrance.com
2528759d-218a-4c31-833d-65c2c0f5de46,Marc,FABRE,08 01 82 36 01,,2023/05/18,,,isaacmendes@couturier.org
db55667b-3aa7-4acf-90b4-927cab43bd83,Gabrielle,schneider,+33 1 58 92 22 56,,2025/02/09,henri01@becker.fr,,
aba78b51-eeef-465f-91cf-b23504540420,Éric,VERDIER,0341195564,jeannelebrun@tele2.fr,16-08-2024,,,
094d4b8a-67ee-47f2-b433-005aa5b33e2e,Geneviève,Barbe,08 05 20 70 20,,2024/05/20,,,davidgaillard@noos.fr
b99eec19-ac0f-413a-8332-d1b9f42d157f,Simone,delorme,+33419165430,,2022/06/29,,,nicolasdenis@laposte.net
4f3c0388-ec61-43eb-b33c-4dee97d47986,Emmanuel,,+33 2 19 15 05 76,,2022/05/25,,,bperrot@boucher.com
1c30f3f5-598a-4bd1-9e35-b2472de3153d,Isaac,evrard,02 35 53 73 09,,2023-08-20,,rpasquier@launay.com,
db93db00-f1db-428c-b4a7-ea99d572d408,Raymond,BARON,+33(0)806999393,,2023/06/03,,maurice94@noos.fr,
e634727d-4d25-4614-93aa-b43a7a9b2b2c,Dominique,PAUL,+33(0)197202170,,2023-11-16,sebastienlombard@noos.fr,,
64404fef-984b-4bba-b4fc-8fdd875d24cb,Laurent,rémy,4964612939002,jbernard@noos.fr,2022-08-20,,,
3539bd22-6815-4607-83df-1c142ee066ca,Marcelle,Nicolas,6311388503423,,05-08-2024,nicolas79@bodin.fr,,
6c1056b3-47c3-4463-b1be-f5889c0851d4,Anaïs,maillot,2177417430435,vhamel@philippe.com,2024-12-13,,,
50b034fd-d057-458d-803b-3a8e58ed7798,Paul,bouvet,3030334677116,,2022/08/19,,,rogerclerc@lacroix.com
766afbe7-8be5-499e-a212-b2e8a91a0e8b,Nathalie,Diallo,+33224050764,,2024/01/22,,oclerc@lebrun.org,
30084a02-a090-4f90-bfc5-43c97c479df2,Catherine,BAUDRY,8727258122590,,22-07-2024,,,eugenedumont@fernandez.com
7e02c8c1-e7c2-4aa7-a460-fdd72cedc1f9,Amélie,bouvet,7074039251999,,2023/01/27,,matthieupascal@tele2.fr,
455dc614-0301-406c-94a1-c8a6ec2597eb,Célina,lefebvre,5496330833444,,2022-08-08,bessonlaetitia@gosselin.fr,,
9ac62e25-cf3c-4829-a44a-603e156e57f8,Grégoire,Leroy,0437749266,,2022-10-18,,,
1b625489-b94e-42be-b46b-544c31ccd55c,Maurice,Bègue,3637262942066,,2023/01/19,maillardhenriette@fischer.com,,
2d7b3702-6365-498b-8b6b-b8fe0ae689d6,Hélène,Gaudin,+33 1 12 15 48 15,,2023-05-04,hdiaz@tiscali.fr,,
1cde5b69-f8fb-44f3-8bbc-04a3378a91e6,Roland,peron,2342192622132,,13-12-2022,,,robincharlotte@tele2.fr
18ab202b-df7a-47b0-b044-f29765623354,Adrien,LEBRUN,02 99 99 49 81,,23-10-2023,,suzanne24@laporte.com,
d3c0331b-c002-4999-8fb3-0320e9bdb511,Pauline,Antoine,8627633283896,gde-sousa@gay.com,20-04-2022,,,
ef30681c-e61b-4afc-a282-84df019b2b5d,Élise,barbe,8835279187506,,18-10-2022,,,paul19@bigot.fr
e41fba4b-90c4-457a-97da-6c2381d9cff9,Isaac,LE GOFF,5720266568629,,2024-12-20,josettemaillard@noos.fr,,
922ba6f1-d9c1-45fd-9e28-984faf826da0,Roland,Lebon,2966941799670,,2023-08-02,,,gregoireleon@wanadoo.fr
0809c464-fc90-488a-a33b-b3e0d5f00f27,Isaac,alexandre,6988164980445,,2022-05-17,,zfournier@charpentier.com,
adfe0110-0bc1-4150-b67d-9aad0029691e,Adléaïde,Fouquet,0663027500,lhenry@live.com,15-01-2025,,,
eb3f4202-4579-409a-bb1d-fabe0c2fded5,Théodore,bailly,7846790870187,,2023-12-21,,,josephinevalentin@gmail.com
a8efa221-a5c3-40a9-a29c-9dbeee8f0a88,Théodore,besnard,+33322190533,colette47@bailly.org,2025-03-18,,,
a3dd1a45-c75f-4f94-ac52-9f2b3ca0cbd6,Guy,couturier,+33(0)303622117,bbarbier@bouygtel.fr,2024-07-30,,,
0c12ea1d-a300-4f89-9a07-aa8b8772a3ba,Agnès,Le Gall,2942525161857,,2023-11-09,caroline74@georges.net,,
dfb46e9e-1549-4c7e-abd9-5a4f37bffcbd,Simone,Muller,+33 5 52 47 84 17,,13-06-2024,,valerieweiss@launay.fr,
6cc35925-5b32-42fd-9b7d-405edd0cd405,Marianne,MARTEL,4862515217465,,2023/11/29,,roger67@guyon.fr,
8802bbd2-0457-4d6f-93d3-125a3a5604b3,Nicolas,Pottier,+33 2 96 91 43 36,,2024-08-05,etiennefischer@hotmail.fr,,
bb2b35a2-7677-4d6d-9574-5ff7bec4ee08,Élise,Raynaud,02 84 42 46 48,theophileevrard@riou.com,06-04-2024,,,
466d19a5-146c-4130-89ec-de94d5942bb2,Yves,VERDIER,0568119397,,2023/11/16,,,galletstephanie@duval.com
22681c70-4eb0-4c3d-b96c-6ae6fc19285d,Madeleine,GOMES,5880705326011,,24-06-2022,,bergermonique@noos.fr,
5a6d4596-3580-47d6-bece-ff5e917f61b3,Olivier,MAURICE,0243736158736,,2022-09-07,,toussaintxavier@hamel.fr,
98313d75-8b71-4ba7-a88d-6c65daf2571c,Astrid,Gosselin,+33(0)228377270,,2023-07-21,,vthomas@orange.fr,
6b715b34-7c92-4cab-a488-a33043995af3,Marc,Briand,+33(0)238802730,,2024/03/23,charlesluce@labbe.org,,
54227d6d-c454-41a5-94d8-c52ed4c6c7db,Élise,bouvet,0198745513,,2024-03-24,,,camillemarin@yahoo.fr
40460d07-d453-4094-8390-8f5a7312e621,Étienne,rey,0343988187387,,2022/05/25,,,loiseaufrederic@olivier.fr
ff71d401-5f09-458e-854e-137028d8fdf4,Renée,dupuis,1231905772044,,2022-11-29,loiseauchristine@perrin.com,,
61f03b99-4e33-4b37-b142-5d810912fddc,Édith,Perret,9632251742240,dfabre@richard.com,2024-08-15,,,
cc45e20c-f48f-454e-9562-c4f422f5b1a9,Geneviève,Richard,01 72 02 00 95,,2022/06/12,nfabre@blanc.net,,
41bff5b9-746c-4f4e-819c-2251d59065fa,Thibault,MOULIN,+33(0)807192817,rodriguesvalerie@orange.fr,2023-08-01,,,
7867340f-216b-4956-ac46-670839829dd4,Anouk,chevalier,0222521602,,2023-06-13,,,michelle80@laposte.net
0f0cb156-ffc6-4e15-a11e-568476af13c0,Alain,charrier,1915891268649,,2023-04-13,,,cecile40@wanadoo.fr
811143a5-0a00-4b04-b359-77e1f1cdf51a,Hugues,LEMAIRE,0434848647,,04-05-2022,,rjulien@lemoine.com,
9170d854-c734-417f-84a3-60a6925d5ff4,Éric,RIVIÈRE,+33 2 12 37 20 55,lebonsusanne@voila.fr,2022/05/25,,,
6f3f753b-3fc1-4984-b818-1f7aaf2e1558,Georges,PEREIRA,9060854818674,,2025-04-02,gperez@prevost.fr,,
23509275-8cef-44f4-8efd-cce718721154,René,weiss,0149466720,,19-11-2022,,,marysepires@lagarde.com
fe13d91c-183e-4726-9ea8-428428d30ca3,Pénélope,Vaillant,8581745273536,,2024/12/25,,franck81@muller.com,
a08cafbf-ecdb-43c7-bd7e-1648bc297d8d,Aurélie,muller,9230466001283,,2024/07/24,,,marchandantoine@bouygtel.fr
3c20fe71-426c-4241-a61e-5c4dd8687bc0,Adèle,PASCAL,0800766534,,2022/12/29,marinanouk@free.fr,,
03d9f8c3-5c92-4fa4-b52b-6689a39cd730,Auguste,Pasquier,0412726708,,2023/04/20,,,constance97@rodrigues.com
8ce90fdf-8bf4-493a-b210-888fc62c13c3,Édouard,LAPORTE,1215649525492,,04-04-2023,amenard@rey.org,,
b54ec323-1e53-45da-8780-b3eedcfa02a9,Andrée,roux,0594882188,,26-11-2022,pthomas@tiscali.fr,,
6a3990da-8e05-4add-a6f8-a5acc30dafb5,Benjamin,Valette,0371317197,,2024-06-15,wmeyer@pottier.com,,
6a5e52e1-f20b-4b32-9ca8-d3ea77cb751d,Franck,Launay,0480727903,,28-02-2023,merlelaetitia@meyer.com,,
f6c94743-652f-4941-a057-c0143699febb,Julien,goncalves,01 47 71 83 75,cmary@marion.fr,23-08-2024,,,
f47a4d1b-f0e6-4cd5-baae-7f710be23972,Sylvie,,0674670675,,2024/12/07,,,rolandlecomte@yahoo.fr
ef8b3927-de23-4191-aaf1-70f93b289bee,Laetitia,,+33 6 92 48 48 13,emmanuelle11@germain.com,2023/06/22,,,
279ea501-4274-488a-9cbe-6bb35763c5c0,Alexandria,Riou,08 06 42 78 96,orenard@moreau.com,2023/07/22,,,
87b31442-3a6f-466b-ba8c-178b4e90b61e,,DIALLO,0265467720,,2024-04-01,,,ecollet@gaudin.fr
ebbc9e9a-f786-4063-8c69-d4b8ba045dfb,Andrée,OLLIVIER,+33 3 60 29 25 46,,24-03-2023,agathetexier@laposte.net,,
c6c977ec-41e3-47ee-b398-6f936dd7286a,Alain,Bouvier,03 87 90 60 48,,2024/06/04,,,antoinette70@charrier.fr
1b4aa8ae-7de7-4713-b7fd-82831ee5abec,Audrey,gaillard,0554261903,,2023-06-10,,hugues98@noel.org,
e3164f25-e22f-4d1a-b6ec-f3f9735902cf,Patricia,Moreau,01 98 30 52 16,,2023-10-03,alexandreleon@merle.com,,
9da3e777-598c-4a48-a187-ab6d28018e89,Nathalie,Raymond,4469317294763,,14-11-2024,,,rocherjosette@orange.fr
bfb9209f-9f99-45ad-83c8-4b217d3f9e08,Lorraine,coste,0527284539,sauvagemonique@voila.fr,13-06-2024,,,
f505b662-5937-4710-a829-1eebe614a0d9,Léon,Hoarau,03 40 67 56 02,aimebrun@pelletier.com,22-11-2023,,,
bf228ef3-9077-490f-98c9-2bb806d2af43,Nicole,tanguy,0550193545,,07-09-2022,,marchandveronique@chretien.org,
72b91684-e6d4-465e-b401-9a9a90fcc940,Zacharie,loiseau,0123763177495,,2022-09-21,,,julesdelaunay@sanchez.net
b484befe-2a8d-46b0-b0e8-c6690fa33a9a,Franck,Andre,8646120961730,vincentmonnier@voila.fr,26-08-2023,,,
ed7bd78d-bc67-4747-ae2a-485c97382a4d,Aimé,hernandez,+33118834581,,29-12-2024,,bdupont@tiscali.fr,
cb3232ab-b5e9-4a21-afef-2a24b31083a0,Christiane,DUFOUR,01 93 33 29 98,,07-06-2023,,,alfredrousset@wanadoo.fr
e17ce345-407f-4da6-82ae-c13296c78cad,Jules,Imbert,0662472863,,2024-09-20,,roysophie@moulin.org,
5ee88627-3ee0-4165-b838-19b8932e02cc,Paulette,bourgeois,+33 3 90 09 66 27,,25-10-2024,isaacleger@morin.com,,
6c74eed4-4578-44e6-b32b-ad052c682589,rÉic,Hebert,0564616076264,,2023-03-05,mauricemaillet@yahoo.fr,,
9fa935b1-2e18-4603-8ad5-51ad9aba4c01,Benjamin,LOPES,2316544137277,,2022-09-22,reynaudvictor@dbmail.com,,
c2c76cf4-91fd-42b9-b2d9-c2b7416a4f9f,Alain,Gaillard,04 01 79 99 32,penelope85@orange.fr,28-11-2023,,,
7a19c2f3-386a-46b1-87f0-6fea94e08798,Élisabeth,GARNIER,+33(0)564359900,,2025/01/19,,,tgirard@tiscali.fr
bf1d8f89-847c-4b1d-9104-99485f6da884,Julie,Masse,7066187564672,gerardcatherine@grenier.com,2024-10-01,,,
d142a871-05b2-422f-b603-768daa7694d9,Anne,Georges,0435660503374,,23-08-2022,julesguyon@de.org,,
b1c8bdb9-1e31-4b00-9414-5ed223956ed7,Cécile,lopez,+33 (0)1 87 88 65 38,ssalmon@hotmail.fr,2024/08/13,,,
bccf45c8-7521-4a99-9726-e17876b1cd87,Aimé,joubert,+33271826533,juliette42@ifrance.com,18-10-2024,,,
87cef9a2-9b75-459c-bf09-338c422aaaa7,Isaac,maillard,0220398313,,12-04-2024,,,margaux30@lemonnier.com
0ae35494-4c60-429b-a17c-d064698a4888,Caroline,Rousseau,1589016492815,,2024-03-25,,blanchetlouise@paul.com,
998f2a87-b81f-4c64-9cc1-df92af77e124,Alice,Masson,+33 2 62 82 96 82,,2022-05-15,,,zlebon@garcia.com
170bdd14-95e7-4610-84c0-d48a98bf6a3e,Honoré,Hubert,+33304242536,paul02@bouygtel.fr,20-09-2024,,,
dfd0b3e0-5a2e-46fa-9e6d-602525994912,Michelle,COLAS,3652405536481,hmenard@live.com,23-06-2023,,,
f61437f1-2a70-4c30-af3c-a15a630f4268,Antoinette,Thibault,0802204298,,19-09-2024,,,jacobarnaude@legrand.fr
ceb6f894-ddef-4b92-b291-231885f430f2,Philippe,RAYNAUD,0304134820,milletluc@salmon.com,01-11-2022,,,
8a47055f-9ce6-4abe-9768-65b1087df61d,Bernadette,Weiss,2914304913410,kleger@laposte.net,2023-07-24,,,
00b611a2-ef6c-4067-a0c1-2b8a3efa2d4e,Caroline,CHAUVET,+33 (0)1 59 20 82 35,,2024-09-24,,hroussel@noos.fr,
160ea58f-6b46-42f8-b9cb-20e80fe66ed6,Olivie,bruneau,1253137956100,,2024/10/23,caronmarine@loiseau.com,,
9bb99a3c-c1ce-453a-8703-2c2d1382e9e6,David,GEORGES,+33 4 87 33 70 34,,2023/06/09,,emmanuel73@tanguy.com,
e46b32c9-3eee-4636-967c-2be702e51343,Véronique,RICHARD,5581157449653,,2022-05-18,,thierry18@bouygtel.fr,
f8880fc3-172d-43ce-9683-a36ab2a3f8e5,Alex,Carre,9662038588640,,2023-10-03,,lucasmace@orange.fr,
db2d3a13-ae45-48bb-b31f-06691785274c,William,Perrier,+33(0)219918431,,2024-08-26,,pereiraxavier@bouygtel.fr,
c5c78363-adcd-4655-a447-450cadcc2270,Guillaume,RIOU,9604722053970,,2024/12/04,,hebertodette@charpentier.com,
66ba9945-8455-44ef-a365-1ce9e8274a4f,Benoît,Rémy,2359605302618,cgomez@delaunay.net,22-02-2024,,,
5dddf5df-98f2-4d3e-b234-83ac77ad7bd5,Nicolas,Marie,0390912030252,ddupont@bertrand.com,08-04-2024,,,
d8637fe1-d6c6-4578-a2e5-8a89488c7a64,Roland,LEDOUX,0674544920,,2024/11/02,klebon@free.fr,,
,Corinne,Marchal,6036162486070,,2025/03/10,bessonlouis@mercier.net,,
b1c3f9d5-51e3-42b1-8fc8-5399ae1518b7,Chantal,Guillon,0494064531,,2024-02-23,monique71@thierry.fr,,
904c2647-19aa-4e5a-a473-9bb0ce430e71,Julien,Goncalves,0369365618,,2023/03/16,,aurore73@aubert.fr,
2eaf3417-af9e-42a2-bd01-20f722fc31db,Alphonse,Bruneau,5326769924277,,2023-04-08,,,marie01@chauvet.net
b774795e-00f7-4cd2-878a-53cf1fd33eeb,Victoire,Carlier,0469991383,,2023-01-30,,,marcelmaillet@laposte.net
22a13052-4de2-4097-8bd0-69d980e05a64,Louise,Hervé,03 22 77 77 33,riouchristelle@petitjean.com,11-11-2022,,,
a54bddbb-7c56-4a1b-9852-bf0250a7db25,Jacqueline,Guillaume,7625906200363,,2024/11/03,jacquelinerocher@bouvet.org,,
a918aef5-131a-40d5-a6a2-770bce3a9839,Fraçnois,Boulanger,0493266432239,,10-04-2025,,michel40@voila.fr,
d90abc7f-f8f7-4cbe-8bf1-9e1ea8427c3f,Stéphane,Mercier,7422567871888,jacobmarthe@hotmail.fr,2023/02/24,,,
24057f26-e14b-4985-92ed-15070f31d27c,Arnaude,Perez,+33(0)197236108,apayet@yahoo.fr,2024/01/30,,,
5b7f706f-0eb7-476e-aeec-50224a8a2052,Davdi,Legros,5557512476400,,2023/01/16,,pierre51@laposte.net,
2764dec0-448d-4e76-afc5-a8dccf54f88a,Marcel,Blanchet,+33(0)470363094,,2022-07-04,giraudbenjamin@dbmail.com,,
0ad01145-ea14-48df-9159-95344c7fbca1,Célina,Martins,+33(0)803569480,shamel@tiscali.fr,2023/07/28,,,
18aba437-3a34-4cc8-8a76-6472275006d7,Geneviève,bernier,+33158490734,,2024/04/03,,,sgeorges@noos.fr
b8fa7348-5c4f-4bf6-a490-2e72bca0cdb4,Emmanuelle,Mallet,0809514186,,18-07-2023,,,celinede-oliveira@tiscali.fr
222e34e7-3c4e-4724-a71b-7250ed87a58e,Céline,Pages,1518178824265,marcellereynaud@lebreton.com,2022/12/11,,,
35cb2430-bfba-4d0e-b3d2-a687d7ce6242,Célina,Buisson,0847795417675,isabelle15@marion.com,2024/09/02,,,
bcfc7e7f-556f-45ff-9987-8d2da1cd08f8,Emmanuel,Lévy,8876380207612,,2024-06-21,,helenejourdan@begue.com,
6bb482c7-0b53-4a90-90f1-5b8cb6bec014,Claudine,MILLET,7923729826893,ypaul@orange.fr,10-02-2023,,,
f8cbb96e-1acb-41ba-b590-874c8992b691,Denis,Langlois,0557077312,,2023/02/21,,,christine01@dumas.com
f42ad9b5-6d61-42b7-9b31-8c10b9c2d65b,Théophile,,01 87 15 68 91,,2024/06/02,,icarpentier@voisin.net,
bc83ecb0-fe1f-4ee7-9ac2-e65c603bfb90,Alix,MULLER,0804233241,,2023/12/15,,,elise39@noos.fr
1261d4df-8d43-430e-9085-f5b7678c9f93,Madeleine,Renault,0405022181,simoneledoux@paris.fr,2023/12/11,,,
60a75fb5-bf0a-4f68-998b-64161f846af3,Arnaude,Pasquier,,,2023-12-22,,,martinguillaume@dbmail.com
1ecbd35e-6752-4efb-9072-d99446ad0f26,Robert,Cousin,+33 8 04 20 22 23,marcelmoulin@andre.fr,04-08-2023,,,
ed632454-3761-46d8-86bd-49c70b83e34e,Sophie,Lévy,3726319956955,,04-10-2023,,,colinnoemi@dbmail.com
b259c528-42be-4d2d-9d4d-08e717c169a5,Sabine,pruvost,0115749325,,27-07-2022,,upruvost@sfr.fr,
3a95416f-400b-4ed1-909e-c9c3f035a81d,Aurore,LEDUC,0631439151,louiseduval@voila.fr,2024-05-13,,,
2f5d6fd6-0de2-41b2-b1fb-18bc2f47980c,Constance,Lesage,+33 (0)4 87 10 96 85,marthe05@laposte.net,05-01-2023,,,
de7ac752-3b6b-4054-91cb-cee7fdc03004,Jacqueline,DUMONT,1514599201663,,15-09-2022,,benoitguichard@joly.com,
cddd3fc7-c5c3-4c43-8c64-028666548fd6,Théophile,bourdon,+33 (0)2 11 34 84 33,,2024-10-12,,,lthomas@bouygtel.fr
,Amélie,barbier,7734985297356,,2024/12/07,luciegros@gmail.com,,
c1464090-b502-4eb4-a929-1608e09f3c1f,Amélie,TEIXEIRA,02 64 14 75 33,,15-01-2025,,francois57@barbier.fr,
f2435fb4-ac7e-4d94-b97f-9ba7dc461101,Constance,Perez,8639061682497,,2023-05-05,pbuisson@lemonnier.com,,
6598a7bc-7128-4350-85f4-6ccbc8728188,Julien,Breton,+33512146394,,2023-12-14,,,oceanedelorme@free.fr
999eff31-387e-4146-9421-86b737ec649a,Frédéric,david,0256339172,knicolas@leleu.com,2022/10/13,,,
e8a13331-4044-42f9-be75-2dea12ebfd94,Émilie,Robin,01 39 94 90 13,,16-08-2023,,sdubois@leleu.com,
fbffa9e3-90c2-4bf0-ba61-d601b2030b2f,Marguerite,Pereira,+33 2 02 88 66 16,,2022-07-19,leclercemilie@ifrance.com,,
c5c99369-1338-4251-b27b-b97aef13319e,Julie,Benoit,+33 (0)5 57 11 71 32,,2023-12-01,,,xgros@tiscali.fr
f73f707d-6eef-482a-a9d8-7a6498c8ab51,Margaud,gonzalez,+33(0)313153506,,06-10-2023,cordieremmanuelle@bouygtel.fr,,
fd8b6f64-9741-40fa-9b20-a57e5e86ca3d,Lorraine,Bonnin,4717989948856,,2023-03-09,,wsauvage@ifrance.com,
6bc54cdb-f605-4d3e-b4aa-1f32a5f5cec4,Jules,Bertin,0805842271,,15-01-2024,zmerle@thomas.fr,,
314e8bc7-86a8-43f2-a7d1-c679ddc7af59,Agathe,seguin,+33 (0)3 41 72 82 07,,2022/06/19,,,martinrichard@hotmail.fr
ed37e6c8-20ac-44c2-877a-59633d81f280,lÉodie,Durand,0535722892064,,01-05-2023,,,ribeirofrancois@mendes.fr
1d8b6c98-c5ea-4727-95ce-8a808eed7ac9,Margot,RODRIGUES,+33(0)163578037,,2024-01-04,,,valentinepeltier@deschamps.net
75aec072-6b9d-4ef2-94e1-14bf637536e0,Olivier,REY,+33 (0)1 55 85 57 59,,2023-12-30,alix70@hotmail.fr,,
cfc47f87-e05e-4522-8d7e-3ac652b73f7e,Alain,rossi,0427613681,,2023/05/13,olivierbernier@laposte.net,,
5e71b662-2a1f-4077-870d-8b462982c35f,Catherine,BONNET,4155369158557,,29-10-2023,,matthieudescamps@legendre.org,
8aa499b7-76c9-4825-a842-e7f5164679a4,Pauline,Schmitt,4029662991721,,2024/04/26,marianne39@lebon.net,,
9a8c4492-15b2-4915-bcba-07569aac8b79,Charles,Bernard,+33(0)693335937,,2023/11/25,gonzalezmathilde@perret.com,,
bbe1fa3b-70eb-4a37-8a24-e2436078e100,Sbéastien,Moulin,+33616778145,roussetgeorges@club-internet.fr,2023/10/19,,,
1d270e2b-acd8-49c6-91ba-33d43ef3ba21,Anaïs,MARTEL,0527612092815,collinlouise@tiscali.fr,2024-12-27,,,
741c3cde-3ead-49ec-bf17-d94ff05fa9e7,Véronique,MARQUES,03 35 32 23 71,,2024/02/28,,,patrickboutin@guillaume.org
