Student ID,FirstName,last_name,DOB,reg_date,email,E-Mail,mail,courriel
fbddcf7c-9c96-49ec-8d71-c366b41b3143,Susan,GUIBERT,2003-07-16,18/07/2024,,,margaud12@ferreira.com,
48212ddb-45b8-4cd9-a7cb-6f2a8da01097,Josette,lacroix,05/12/2006,2023-10-03,,,corinne74@morin.fr,
c56811cd-5563-4616-80e8-5ece0b49452d,Gilles,DIAZ,02/01/1999,2023-05-30,,tcourtois@guilbert.com,,
b0e6a969-e213-42b0-b1ee-dba313432e61,Henri,Morvan,14-03-1996,2022-06-13,aurorerodriguez@gmail.com,,,
cbceabde-eede-4b07-a623-a6895d59cd2a,Augustin,Pelletier,17/07/1999,2023-03-11,monnierrenee@legendre.com,,,
ccc56569-f9e8-4369-a999-b735dd56cc94,,schmitt,29-04-1998,2024-01-19,nathaliele-roux@laroche.net,,,
1bac27a7-b386-47a4-8991-603f28c13091,Alex,Morel,01/11/1998,2024-04-19,,theresejacques@schneider.net,,
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Vicnent,Lopes,02/02/1998,04/08/2022,,lucy86@dbmail.com,,
42deffcc-f86c-4ca2-a085-96db1d870966,Joseph,blin,07/10/1994,05/06/2023,godardbernadette@chauveau.fr,,,
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Alice,verdier,20/09/2001,2023-02-08,neveubernadette@voila.fr,,,
afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,Michelle,Traore,2003-02-21,23/02/2025,,,,aurore15@dupre.com
4f2d4796-81d2-47de-8ce1-eb90e6697833,Margot,Lejeune,17-07-2006,07/09/2023,,,,francoise23@noos.fr
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Jérôme,Chauvet,2005-08-10,19/09/2024,,,alevy@club-internet.fr,
9479e1e6-c927-4d9b-ae0d-264835ce8841,Julie,bègue,1999-03-06,2023-09-01,,rpichon@sfr.fr,,
f5b78cc7-e6b3-4944-8b32-3e357922bac2,Stéphaine,Guyon,29/12/2002,2023-01-07,,denise95@hamel.org,,
0640be0f-25b8-4d4b-b2fa-2de8ce7ae7f6,Benjamin,Moulin,12/02/1998,26/04/2024,olegros@wagner.fr,,,
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,Aimé,Hamel,04-02-2001,2022-10-01,,,josephgrenier@wanadoo.fr,
eadf5085-3fcb-4546-8eb2-25790cdb1ca4,Claude,RIVIÈRE,14/03/2002,28/03/2024,,,hmartineau@faivre.fr,
81392443-e45b-412e-b822-5688d0a44432,Aurélie,LÉVY,2004-09-19,2024-03-11,,qlebreton@diaz.fr,,
13d5f2f7-709b-4d97-864c-04af3d3f3799,Michèle,RENAULT,16/12/2004,2023-04-18,timothee81@laposte.net,,,
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,Maryse,benoit,11-11-1996,27/07/2022,iremy@tele2.fr,,,
6b8e869f-d538-4b0e-b4f3-193c0ff0a55c,Amélie,Pires,15/05/2001,2024-10-12,,,,amartel@leger.fr
8bcf53a1-bc10-4a52-bf5d-2fdf89c8d2ab,Susanne,Marion,04/06/2001,2023-03-27,,richardnguyen@tiscali.fr,,
addc3e13-ab3b-4d37-960c-95ee638c254c,Susanne,Lebon,1994-10-16,2022-12-31,,laurencejoubert@voila.fr,,
06f028ff-a9ba-4a27-907b-fe36978648f8,Émile,WEISS,31/12/2000,13/02/2024,,,,dvidal@gillet.fr
c2dff335-5666-4f9f-93ac-2ab974672cd9,Alex,LOPES,1997-11-24,02/02/2024,,,lelievrealfred@gmail.com,
c7fee39f-1190-4938-a66f-d7f739669fa7,Manon,Fournier,01-04-2000,06/06/2022,,,virginielefebvre@dupuis.com,
b31022f0-770c-4798-b7cc-863bf2a03459,Pierre,Gosselin,22-11-2003,2023-11-13,,merletherese@langlois.com,,
f54ad0a2-e874-46d7-ad66-a1bd93676a02,lAexandria,chauvin,09-08-1999,21/02/2023,,,francoisgrenier@pottier.com,
8861fe18-58e2-4888-8a83-81bec85aca46,Aurélie,Peltier,04/12/2003,2023-11-15,alexandre67@lesage.fr,,,
bbda0242-2d17-4fc9-af7c-15ea272a6d8e,Dorothée,Gilles,01-05-2006,12/06/2023,,,,unguyen@bouygtel.fr
ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Emmanuel,LOPES,12/10/1999,19/03/2024,,,ncolas@marques.com,
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,,Monnier,2002-09-15,25/05/2023,,,jeannine48@voila.fr,
3dc98290-15ea-4b27-b0e9-12f2f2b43abf,Michelle,cordier,01/02/2003,16/05/2024,,timbert@pons.com,,
b118f68d-6786-4506-b8ba-8abc4b5305e5,Patrick,Schneider,1995-11-18,2025-02-13,,,,hlenoir@live.com
54aebd1b-8ce6-424d-bef5-9fe6ff233d5f,Adrienne,BOUTIN,14-07-2001,23/03/2024,,,philippe31@sfr.fr,
f36cb62b-892e-4161-be2d-740a1e9b23bc,Paulette,Blot,1999-08-31,31/01/2023,,,,nicoleguillet@ramos.org
3a3c563e-4bd6-4ee6-b1b1-b099d52721e7,Agnès,Colin,03-01-1996,01/08/2023,,,robertlambert@lenoir.com,
1a432f0a-7daa-49f0-80b6-fce2de53790a,,Baudry,2005-02-23,2023-07-04,,,,vbesnard@free.fr
7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,Gabriel,François,1995-03-04,01/01/2024,,,verdierlouise@gmail.com,
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,Thibaut,Clément,16-11-1996,09/05/2023,,,mseguin@diallo.fr,
fd72b050-96a9-454f-9c33-e1f94c1f55ab,Aurélie,schneider,29/10/2001,18/09/2024,,,ledouxmarc@aubry.com,
2812859a-1337-439e-8d4f-5d272c7f0b79,Adrien,Lejeune,18/05/1998,2024-03-18,,,,arthur34@club-internet.fr
aff8754d-1238-4630-b43b-65a2dc0f2fcf,Nicolas,Aubry,04/04/2006,14/12/2024,,inoel@jourdan.com,,
4ebfa5c3-cae9-44a7-aa79-ea680f44704f,Jeannine,Bouvet,06/07/1995,19/09/2024,ddenis@club-internet.fr,,,
801ef1da-45b1-4d25-b153-3ae8670acc5c,Élodie,Teixeira,14-03-2006,28/02/2024,,,lesagenathalie@texier.org,
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,Virginie,Bruneau,26-09-1994,2024-10-17,hortense02@paul.fr,,,
6f962882-95d8-4980-bf37-d19c2e76128b,Luce,MARIN,1999-01-11,07/09/2022,,,anouk55@yahoo.fr,
7ed70ed7-b194-490b-a961-929e546e035a,Sébastien,dupré,1997-01-12,01/01/2024,ublanc@breton.com,,,
fcf56188-d32e-4dcd-83bc-9478dd6ac7b8,Adrien,descamps,04/03/2001,2024-08-08,,,,mvincent@wanadoo.fr
a01ac992-7f9d-4e64-81a6-423b9f64eeed,Capucine,Samson,14-06-2000,2022-07-08,,,emmanuelle24@rocher.fr,
9bdf0377-a149-43c2-b920-264c0763fcd0,Susanne,Dupuis,12/05/1996,2022-12-21,courtoisanouk@hotmail.fr,,,
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,Célina,lemaire,13-02-1998,19/01/2025,,sauger@legros.fr,,
25074181-8d1f-4540-b4ef-f5453e652603,Alice,aubert,01-05-2002,2024-11-05,,baronpenelope@leblanc.org,,
d664d264-4c6e-47ff-b9de-7a3a486822b9,Jacqueline,Delorme,04/05/1994,2025-02-07,,,,carolinetanguy@tiscali.fr
8b1e3b9d-c34b-4fbb-8d4a-75b8551ac8ea,Alexandria,Pineau,2000-03-02,2023-08-31,,,,henriettejacob@diallo.fr
cfb87e6f-e9d6-4f23-b489-d0707914f8a8,Alex,COLLIN,19-12-2006,2025-02-13,,ida-silva@roussel.fr,,
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,Michelle,meunier,29-12-1995,2024-01-15,,lelievresabine@maillot.fr,,
da330aa1-541c-4fcd-9a0d-4a5f148f8b74,Margot,Joubert,2005-05-08,2023-11-30,,,,callard@hotmail.fr
4991ab9b-ebc2-426f-af34-cf65a193c4b2,Michel,letellier,16/04/1998,2022-09-06,,,samsonluce@yahoo.fr,
e746ccb9-4ca9-4f07-b1aa-0f6a2a96e1e2,Antoine,LAMBERT,04/11/2001,04/09/2023,,,agathe56@moulin.com,
deef580f-9c07-4751-9437-45092cd1586a,Alex,legendre,1997-03-10,15/03/2025,jguillon@pinto.fr,,,
cdfc6ee0-e61e-4e90-8267-deb3aab612c9,Chantal,HERVÉ,1998-08-22,06/03/2025,pichonadelaide@riou.fr,,,
4d57d880-d865-469a-b4f3-310340066ff2,Louis,Jacob,2006-01-15,08/05/2024,,alexmasse@bruneau.org,,
d47d577b-fa5a-41ca-859d-d55d4b943e30,Margaux,Delaunay,2006-03-12,19/06/2023,,,,seguinnoemi@renault.net
a2f963a3-3810-4e66-9a31-b4cccd4b69a9,Laurent,Legendre,2004-08-16,2023-05-13,,,,techermadeleine@ruiz.com
1712fb16-21a4-444f-bb7b-ee035d678bb1,Théodore,millet,27-02-2004,2024-01-24,,,,gillesgimenez@laporte.org
f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c,Christine,collet,04-02-1997,27/09/2023,jsanchez@labbe.fr,,,
6502d6a2-ca6a-4224-971e-16cc5da36f1b,Alexandre,Aubry,12-10-2003,2024-07-30,rtessier@mary.fr,,,
acc216a0-1bbc-41f7-9f18-e583f0b6f83f,Nicolas,Georges,27-02-2005,2022-05-27,,,madeleineandre@tele2.fr,
1dde7969-6886-43db-a634-8e784d5c55c7,Guillaume,LAMBERT,23/03/2006,2022-06-15,,,gferreira@orange.fr,
5efa9c5b-7421-4f46-a37e-4b0122bae10e,Marguerite,Bernier,11/06/2003,04/04/2025,,arnaudebegue@yahoo.fr,,
f396ea37-f065-4817-a87a-48509d9b6231,Roger,DAVID,15/08/2002,26/03/2025,,,capucinehebert@orange.fr,
5e09a9ee-af88-4dec-bb1e-143b196f4dfa,Émilie,IMBERT,19/06/2000,2023-10-28,,,mbaron@de.net,
0577aea9-f899-4246-98de-8ebba3b5cece,Benoît,le roux,19/03/2005,,,,,danielsalmon@coste.fr
00b9d4a3-9892-40ac-a689-33a9c9e48e8c,Robert,Rodrigues,21/10/1996,06/11/2022,,,,fredericpeltier@voila.fr
c9d6a63b-ca3c-4f5f-9bb5-c40c03cde2e3,Noël,Pruvost,15/07/1996,2023-09-03,,,,remyroux@traore.com
c72c1fe3-72c2-4a16-b9eb-4168104556e5,Agnès,Blanchet,25/12/2006,2024-10-27,,ogaudin@petitjean.org,,
0f9240e1-07f9-4d05-b6ca-6b8ba4b1f991,Christiane,Maréchal,2002-02-02,10/02/2024,,cmendes@faure.com,,
a21150f9-9fd3-4579-8667-72ce204e178c,Isabelle,Lévy,1995-06-01,2023-09-06,,,cecile89@noos.fr,
da509fed-1d4a-4d81-b3a7-d0e0cb08587d,Marcelle,Gilles,26-12-1995,2024-08-22,,,osauvage@maillot.fr,
50032b35-1857-4baf-bac7-e2b96a7e4c36,Aurélie,BOUVIER,2001-01-29,2025-02-15,honore71@hotmail.fr,,,
be9d61ee-18b8-4245-ae8f-75a117dded81,Nicole,GUICHARD,01-10-1995,2022-11-07,marguerite16@chartier.fr,,,
99b479d4-49a2-44ae-b7e8-f8e50d2b91ef,Thierry,benard,2006-07-25,2022-09-26,,,margauxleduc@nicolas.fr,
39e58ff0-92f8-47d4-8750-3f1dc33a1f6c,Susan,Gilbert,1996-04-01,06/09/2024,,antoine24@maillot.fr,,
90fa6b57-24ac-4130-9eaf-528d2e709838,Margaux,Maréchal,26/05/1994,05/08/2022,robinoceane@mallet.fr,,,
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,Philippine,duhamel,22/12/1996,31/10/2024,,meyerhugues@parent.org,,
9b69554d-7c54-435f-ac8c-3b6aa974d079,Capucine,LEGROS,01/11/2001,17/06/2023,,barreaurore@jacquet.fr,,
3873e57f-0ba0-48e8-8ef4-92c1aac93316,Anastasie,Joseph,06-04-2003,2022-07-13,,,,thibautlecomte@salmon.fr
6e3f683a-bf3c-4140-bf54-a51101fa964e,Jérôme,dumont,1996-05-03,2023-11-30,,,david60@moreau.fr,
6de59332-9364-43d0-9024-bdc6dcb33df3,Henriette,lebon,15-08-1995,2025-01-07,gabriel60@dbmail.com,,,
75c8e90d-9e3d-450d-b296-d9f0cd2372c2,Véronique,blot,21-03-1997,02/11/2023,,,pgautier@pruvost.fr,
4f6e274b-deda-4027-a550-f74a1422373f,Noémi,MAILLOT,18/03/2003,29/03/2023,,,denisgros@yahoo.fr,
c6b6e4ad-e7ea-4d5a-b1a3-ac4d828c37e7,Adèle,marty,2003-04-29,15/01/2025,francoisrodrigues@philippe.com,,,
a7cf705c-c257-4f73-829d-782b2722796e,Denis,Schmitt,2004-07-18,19/12/2024,,,,kfaivre@tele2.fr
a49b1cd9-9082-489b-a1cd-e87fec955f87,Luce,ferrand,,2023-09-03,,,,brigittemercier@tiscali.fr
46510367-cbdc-4318-8d85-a3d2a1a27485,Jeanne,LEFÈVRE,26-10-2001,2023-10-17,,,celina70@tessier.com,
171dabf9-daf4-41a7-ba34-d2e8dd3f7d7e,Laetitia,Valentin,06/04/2005,2024-06-14,,jblin@gmail.com,,
a6ded1d8-9258-47b7-8f50-1889e8b77f7b,Laurent,lebrun,12-12-2001,2024-11-13,,charleslebreton@yahoo.fr,,
812a1f9b-1596-4802-b6dd-6257fb7d9f1c,Madeleine,Giraud,2000-02-21,18/06/2022,hnavarro@marchal.fr,,,
990f0c5b-adcc-4daf-969f-3ab3c6435300,Bernard,Lefort,02/04/2001,18/01/2025,,,,boulangeretienne@ifrance.com
a8149562-da00-4f16-b946-9bcf4082cbb9,Josette,gérard,17-02-1999,18/09/2023,,,adeleruiz@dumont.com,
caaa5bbe-a4bb-4962-a06e-0e1c8f158449,Vincent,Rodriguez,25-07-1999,22/02/2025,,,,xgregoire@etienne.com
7c7c404e-c422-403e-b29a-6339577bc55a,Léon,Jean,09-12-1997,2022-11-18,colletcamille@guillou.com,,,
9e374f7a-c42c-4c39-a05b-46c556363094,Gilles,godard,23-07-2005,2023-11-25,julesjacquot@mace.fr,,,
f836f571-3cce-476c-b836-c448ad261ec5,Capucine,Bourdon,2000-06-29,2023-07-05,,,,elisabethdupuis@club-internet.fr
5e2ad32d-31ab-4b56-95c9-fdc7e76adca9,Margaret,MASSE,2002-04-11,2024-03-03,renee68@wanadoo.fr,,,
331f63fb-d11f-48c0-a97c-a4fff75d599f,Suzanne,texier,02/06/2001,19/11/2022,,clercchristine@live.com,,
d88c656d-b61e-4fdb-9a43-5206ef2ddcc4,Diane,denis,24/09/2003,2023-07-05,,,,richardlebreton@nguyen.fr
0da23e5c-6a36-4f18-86d3-db93ee33688d,Anastasie,Gaudin,30/03/2000,20/11/2023,,xfaure@leroy.fr,,
eada79a3-4970-4d9a-89ce-3cfb2339ba19,Véronique,georges,1996-10-12,04/04/2025,,,npons@chevalier.org,
f0b2a5d1-8c7e-4f42-a646-eaf9d5c0244d,Nathalie,Raynaud,19/12/1997,16/07/2024,,diallosebastien@orange.fr,,
6b79afcc-3d0a-4f0c-8c39-4ec71f317405,Lucie,LOISEAU,03-06-1999,2024-03-29,,,,didierjeannine@lefort.net
0066853d-6de2-49a1-8a90-cd0c24c173b9,Laetitia,Benard,2006-07-09,2023-04-27,margotlaroche@hotmail.fr,,,
f4124360-1153-4e99-9c50-8720f982f4e0,Édith,devaux,2003-03-15,2024-06-15,,clelievre@besson.org,,
114b9547-c9dc-42b8-9b6a-810204287378,Adélaïde,Guillot,04-01-2007,2025-02-02,,,,gregoire05@weiss.com
7a8104de-b205-47bb-bb16-f75776f186ab,Louise,vidal,2005-12-11,2022-11-14,,,,sda-silva@bertrand.fr
d0be73ee-fd37-4539-a5f2-02f983f02dc7,Émilie,REYNAUD,28/07/1999,2023-05-17,sebastienhamon@begue.org,,,
e3b56360-6fdc-4bad-9e36-8127cca1b45c,Andrée,Bernier,31/05/1996,02/03/2024,,,julien77@live.com,
ba220065-1526-4718-8d18-0a824447ceab,Audrey,CHEVALIER,17-02-2003,2024-02-16,,,tristan11@peltier.org,
6d15f16f-b7b8-41a5-9a45-693d7227890e,Jacques,BLOT,06/07/1999,2024-03-08,,udupont@live.com,,
a3b442bd-4649-4296-af58-42c3ff86cc31,Sophie,Boyer,03-10-2004,2022-08-13,,,denise20@laposte.net,
08e895d7-702c-4821-8804-0fb7ad973b67,Gilbert,Mercier,2004-08-19,20/04/2023,,,alice90@laposte.net,
5f3c44dc-5ef7-47b8-b2e6-195f732e2016,Capucine,Ledoux,06-11-2005,16/08/2022,anastasie54@noel.com,,,
8fc9c86b-e9dd-4bf5-a311-9aca848af440,Georges,Charles,14/10/2002,28/05/2023,,julietterenault@tiscali.fr,,
12f5131a-da52-42ee-a2bf-18f51f652a87,Catherine,Giraud,13-09-1997,2024-03-10,,margot51@ribeiro.com,,
a3404f08-b341-41b8-ad65-22b4b5a5f8e6,Jérôme,Étienne,29/05/2006,2024-06-17,,,bourgeoissophie@gomez.fr,
cdbcc653-77a7-48b7-9e70-f65f9280c5aa,Françoise,Dumont,21-09-2003,24/11/2024,,,ruizanastasie@laine.fr,
20156a72-12e1-43a6-932c-ae01d2c65ee4,Timothée,clerc,2001-04-06,2022-08-12,,hbazin@live.com,,
8d2238e6-c7bf-4fbc-943c-dd6de0c1ff1e,Lucie,Coste,24-06-1996,,,dgaudin@paul.org,,
b596ca7c-ef4a-4a88-9299-e5052976aab2,Maurice,Perrot,05/02/1997,03/07/2024,,deschampslouis@bouygtel.fr,,
8892042f-9d4b-4bf9-8d85-e9c7a0017720,Éric,gaudin,04-06-1996,2025-01-08,,jeandelmas@thibault.com,,
,Pénélope,Verdier,12/10/1994,2023-06-04,,omaurice@mahe.org,,
3eb05181-7ba2-4588-8d56-0a3df4e7069a,Susan,Pottier,20/03/2005,09/01/2024,,,slegrand@gmail.com,
76e5ae78-7bf7-41d3-aa66-2fce7089fc6d,Lucas,Leblanc,1996-12-26,16/11/2024,,michelle55@dumont.fr,,
3de28859-51b1-443c-9b2e-dedb8fc85fc0,Chantal,Rivière,2003-01-21,08/06/2023,,,guypereira@gmail.com,
9d896047-dd39-4793-a257-a4a2f204be89,Astrid,Menard,1999-03-27,2022-12-23,,laurent27@wanadoo.fr,,
7f53a88e-4efc-4248-a10b-1a477faeb748,Alphonse,Robin,2002-03-28,20/12/2023,martinguillon@live.com,,,
98f6fd7f-7eb1-42f1-8806-f8040cf0374c,Zoé,guibert,15-02-1995,2025-02-26,,,,elise01@noos.fr
5da39a73-ba3d-47ff-83b4-7ee5e1e89e7e,Paulette,ANTOINE,1996-07-29,2023-11-08,,,,kroux@etienne.com
8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,Roger,FERRAND,13/11/2000,10/03/2025,etiennecarlier@maillot.fr,,,
8255da61-9a3b-4319-b2f5-751024eeb4a6,Andrée,Charrier,2007-02-21,2022-06-20,,,,dos-santosmichele@reynaud.fr
23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,Victor,Raymond,30-10-1996,26/08/2023,vchauvet@allain.fr,,,
7d66971e-8847-4c56-827c-9f8cd40ac5e9,Mathilde,Thibault,05/12/2002,28/07/2023,,,,tessiervincent@yahoo.fr
e61599c8-cbf8-4f86-8ec3-f970956d80e4,Monique,LAGARDE,2001-05-20,2024-12-21,,paubry@mace.fr,,
9ea7017c-b89f-4039-a107-cc4686341718,Philippine,Gillet,1997-03-13,2022-12-04,,baudrymartine@aubert.fr,,
b0c4a01c-69b7-40fa-a6c4-32f66b352f85,Lucas,bouchet,20-08-1999,2024-06-06,,,munozguillaume@wanadoo.fr,
a987b218-ff84-4aef-9336-723b8f964685,Christiane,laine,28-10-1997,2023-11-25,,celinerossi@dbmail.com,,
de1e994a-c5a1-4f5c-ad05-b9125ab28d4a,Michelle,Bazin,04-08-2003,12/01/2025,,,polivier@bouygtel.fr,
f910abb3-f105-4252-b990-e2c94c6a70f4,Théophile,Pires,16/10/2003,11/07/2023,,eprevost@vaillant.org,,
8b0e8eb1-ad37-4d9e-92cf-60211f33242d,Alex,Delaunay,12-03-1999,07/10/2023,augustin41@pichon.org,,,
d3f4a49b-33ba-4a88-b6c7-d6fa7aa4f052,Élise,dupuy,04/01/2007,2024-09-08,,,franckchauvet@orange.fr,
87f255d6-e7ba-46ac-ab7a-3d1c0cfef683,Maurice,Diaz,03/06/1998,15/04/2023,,,,pasquiervincent@roussel.com
edd97a1a-fa58-4b27-8ce3-e7c3f6eab3a0,Hugues,Cordier,1994-05-21,27/01/2025,,mgilles@club-internet.fr,,
e86e8e63-0f25-477d-a559-90e74910fade,Pauline,Blanc,05-10-1999,2025-01-26,,,,rogerarnaude@da.com
4a1a81f5-ed10-4004-9f4e-713ef64e3dfc,Auguste,PETIT,15-01-2007,26/07/2023,,,,
54a7b69b-1cd6-4b09-8f0e-6d2b315c167a,Isaac,Foucher,09-12-1998,2024-03-31,,,alexandregallet@dbmail.com,
317304b5-c1dd-484a-aca5-8d95915a1c30,Jérôme,bourdon,26/04/1999,05/01/2025,,,ubuisson@hotmail.fr,
fb4fb88a-2f4d-4219-986b-2880ab545a15,Guillaume,martel,11/02/2001,03/09/2023,bertinalice@cohen.fr,,,
02ed73ce-92a8-4713-b90e-d44b951c25d5,,guibert,08/06/1999,2023-10-29,martineaugeorges@le.com,,,
e5267a2b-ec50-4ce4-80a5-2e65afa28559,Maryse,Pires,2001-03-12,2023-08-15,alexandrie93@lucas.fr,,,
6a74dbb7-5fa5-40aa-9b11-b530fd247c11,Martine,Dias,07/01/2007,19/04/2024,,,,maggiefaivre@laine.fr
0fcf601f-1cb9-473a-906d-5c8cead08c89,Véronique,LÉVY,17-08-1995,12/06/2024,,jacquesmillet@ferreira.net,,
e61d9cde-1747-4387-bd23-d47995492a82,Danielle,Cohen,29/06/2006,2022-07-14,,,deniselegros@tele2.fr,
ac3a812f-765e-4cb5-8f0d-55400ec7d662,Susan,Le Gall,22/11/2003,22/05/2022,,,,therese03@hotmail.fr
105291d3-b34c-4c73-9833-0b306c776e95,Élodie,LOPEZ,25-01-1995,2022-08-04,renaultanouk@free.fr,,,
bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,Madeleine,De Oliveira,07/08/1996,2023-11-21,yhoareau@hotmail.fr,,,
8a0f9508-dfe2-40a0-a96b-3c42f6d22a7b,Grégoire,guibert,29/11/2005,2023-10-11,,,elisecarlier@petitjean.com,
8b60c511-b816-4aeb-ac6a-7c8576876c62,Audrey,Rossi,16/05/1999,29/11/2023,,,,celineperrot@baron.com
9d6b9b62-6b53-4a19-a902-b73fcf39f648,Pauline,Durand,1994-11-05,2023-04-27,,,,rousseljeannine@cohen.com
705fddf5-66fa-4ca0-8b53-1932bd9419aa,Nicolas,gimenez,17-06-1998,2023-03-22,,,constancecharpentier@foucher.fr,
fc568b53-24ac-4722-a052-77394d406f1b,Margaud,Dijoux,30-04-1998,28/03/2023,,robert08@free.fr,,
7ee1011a-8e4c-4ab5-ad5d-0477adc29178,Benoît,Barre,11-12-2004,2025-01-12,marthe66@laposte.net,,,
89b5aab0-c121-49db-af12-b150605fb1eb,Christelle,guillot,26/05/1999,04/04/2023,,,,susanbarthelemy@gmail.com
8eaa5841-6aa0-426d-b7c0-d5f769a53b4f,Éléonore,LUCAS,12-11-2003,13/12/2023,,lucas51@lemaitre.com,,
0d31812e-30c3-4756-9453-f867b97e6224,Reén,Hoareau,30/05/2003,2025-02-28,rochesuzanne@voisin.org,,,
f64ab6ec-30a5-448e-afe9-b3d0363908bf,Nicole,Lemaire,23-07-1994,01/05/2024,anastasiedupuis@diallo.org,,,
5bf86f3c-a612-4a1c-889d-4b76775c30b5,Thibault,bertin,09/10/2000,29/10/2023,,,zperrin@tiscali.fr,
340029c3-ea11-405b-91fa-cefad6f89f7a,Alexandrie,BOUVIER,03/04/2007,22/01/2024,,nicolerodrigues@bertin.fr,,
3ae28023-5472-4d2d-b239-9ffb27046f25,Alex,Colas,27-04-1999,2023-05-05,,pierre77@tele2.fr,,
2b54ff7a-5a28-47b2-8b83-83f2bb96f602,Guillaume,Fouquet,27/02/1997,15/08/2024,elodieclerc@gmail.com,,,
